20 49 03.8670 +11 56 05.758 08 30 07.0389 +169 44 24.434  17 20.340 
20 24 31.3677 +15 04 35.625 08 05 56.2967 +166 32 42.599  17 20.791 
20 00 11.3499 +16 01 48.531 07 41 48.5309 +165 32 23.448  17 21.096 
19 32 15.6872 +13 13 22.008 07 13 48.8266 +168 16 13.760  17 21.401 
19 06 07.1044 +11 21 05.974 06 47 38.5001 +170 03 08.080  17 21.730 
19 01 12.2071 +08 55 32.725 06 42 33.9852 +172 27 36.260  17 22.026 
18 47 52.5803 +00 35 39.803 06 28 34.7715 -179 12 57.233  17 22.356 
18 55 06.0057 -08 31 54.375 06 35 04.8794 -170 04 54.486  17 22.746 
19 15 24.7503 -07 51 12.879 06 55 24.4806 -170 41 19.158  17 23.052 
19 22 24.8593 -04 31 22.653 07 02 38.8988 -174 00 08.566  17 23.347 
19 37 50.9750 -06 35 25.337 07 17 52.4271 -171 53 10.528  17 23.660 
20 07 46.8110 -10 36 32.500 07 47 26.0970 -167 47 57.444  17 25.259 
20 33 00.2095 -07 46 17.987 08 12 47.8109 -170 34 33.371  17 25.582 
20 24 16.0419 -04 48 45.457 08 04 16.5024 -173 33 50.216  17 25.865 
20 41 56.6582 +01 29 50.443 08 22 20.8872 -179 50 54.030  17 26.189 
20 59 35.7785 -02 29 34.298 08 39 40.3619 -175 49 13.107  17 26.501 
20 02 22.5796 +07 37 02.103 07 43 26.6728 +173 56 11.330  17 26.852 
19 39 24.8179 +03 20 58.232 07 20 15.8478 +178 09 14.791  17 27.201 
18 26 44.9298 +09 26 21.421 06 08 12.5935 +171 50 21.010  17 27.575 
17 55 28.6737 +10 42 10.632 05 37 03.6543 +170 28 19.044  17 27.899 
17 54 49.4268 +16 00 30.852 05 36 53.8961 +165 08 57.754  17 28.203 
17 38 50.4876 +11 05 04.307 17 16 39.2648 +11 57 22.858  17 29.694 
17 35 30.9684 +18 26 52.848 17 13 34.9498 +19 19 28.151  17 30.410 
17 39 14.8777 +07 25 43.174 17 16 54.8875 +08 18 18.703  17 31.312 
17 49 56.6814 -04 30 04.472 17 27 13.3853 -03 47 53.728  17 31.718 
18 18 28.2757 +01 21 05.368 05 59 13.1680 +179 53 20.912  17 33.613 
18 44 26.5930 +21 10 20.322 06 26 56.1895 +160 07 48.350  17 39.762 
22 58 34.1327 +64 36 31.976 10 42 37.0377 +117 13 16.048  17 40.411 
23 15 31.3530 +59 23 23.395 10 58 14.6139 +122 25 57.211  17 40.741 
00 19 02.7400 +57 03 31.266 11 59 32.6376 +124 42 43.999  17 41.195 
23 53 57.5968 +52 21 03.610 11 34 52.1131 +129 26 44.970  17 41.615 
23 40 14.0214 +42 29 49.488 11 20 55.5630 +139 18 13.687  17 41.971 
00 24 41.7371 +66 02 17.248 12 05 41.7396 +115 44 02.468  17 42.391 
00 53 35.7234 +65 45 52.068 12 33 26.1377 +115 57 40.662  17 42.719 
00 50 48.6764 +72 38 45.316 12 31 20.6720 +109 05 07.607  17 43.091 
23 31 40.9461 +72 39 40.930 11 16 20.2381 +109 09 25.414  17 43.488 
01 28 15.2098 +80 14 09.127 13 07 26.7312 +101 25 56.804  17 43.948 
